date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,IMF1,IMF2,IMF3,IMF4,IMF5,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,CE1,CE2,CE3,CE4,CE5,CE6,CE7,EE1,EE2,EE3,EE4,EE5,EE6,E1,E2,E3,E4
2009/5/31,41,82771,85384.45164,-2613.451638,,,,,,,,,,,,,,,-27.34566755,-3359.559904,-4088.187825,-4049.137605,96908.68264,-10592.03398,4652.983344,-688.3216109,-5961.214687,95359.58693,93363.03398,,,,,,,,,,,,,-3180.214979,-1484.193224,-418.2957735,25.07199174,-7210.663695,95039.22316,-12737.60012,6452.89653,514.0910135,-4308.83909,-5670.041558,1989.489269,96531.00396,-12742.10278,6437.963263,49.63298922,-5904.975947,9303.326381,85621.57529,,,,
2009/6/30,42,87574,86042.76179,1531.238205,,,,,,,,,,,,,,,-2155.285033,-1149.855078,-3248.485248,-4315.071064,96911.45821,-3190.615324,1156.626056,280.1050675,-5963.091344,95290.97555,90764.61532,,,,,,,,,,,,,-1729.241301,292.9179148,-3.252095312,966.6163124,-7078.256764,95125.1624,-4498.872862,2180.390278,1032.387093,-4065.800584,-5589.215638,1979.933367,96535.17835,-4507.686724,2175.543839,948.5255555,-5926.276907,9327.603964,85550.58785,,,,
2009/7/31,43,96512,94629.81782,1882.182177,,,,,,,,,,,,,,,2982.834224,1755.601634,-2489.285699,-4533.599784,96914.26744,10665.08318,-4694.058322,1137.521587,-5826.738607,95230.19216,85846.91682,,,,,,,,,,,,,3596.844602,2342.358353,436.3217835,1721.488437,-6804.205486,95219.14056,10941.49177,-5225.093913,1510.751272,-3774.447865,-5447.132838,1967.056812,96539.37477,10940.5808,-5225.832625,1738.521473,-5791.072434,9369.86956,85480.56967,,,,
2009/8/31,44,84269,99129.64596,-14860.64596,,,,,,,,,,,,,,,5263.413878,3450.00419,-1796.387946,-4704.486795,96917.10263,827.4714872,-7841.086636,1650.542976,-5545.005861,95177.07803,83441.52851,,,,,,,,,,,,,-208.8981587,-7274.897363,607.9687188,2225.970069,-6403.16776,95321.91984,2200.104762,-9491.87096,1762.335462,-3447.236457,-5248.711936,1950.783849,96543.59528,2218.774492,-9500.186588,2196.468135,-5489.639047,9429.075747,85411.61756,,,,
2009/9/30,45,77021,88029.32367,-11008.32367,,,,,,,,,,,,,,,-5662.770605,2755.023242,-1155.389906,-4827.495127,96919.95607,-10137.03494,-4502.984673,1640.324187,-5110.68096,95131.37639,87158.03494,,,,,,,,,,,,,-4947.795179,-10396.32709,371.3892974,2454.448335,-5891.987834,95431.17788,-8919.28188,-6049.028406,1599.849466,-3090.446138,-4999.011827,1931.075319,96547.84347,-8917.649138,-6055.160173,2148.041533,-5013.193699,9503.783863,85343.82789,,,,
2009/10/31,46,105758,85142.98865,20615.01135,,,,,,,,,,,,,,,-7067.197866,740.840401,-551.0861135,-4902.387811,96922.82004,8474.17069,5561.516861,1148.291397,-4518.809375,95092.83043,97283.82931,,,,,,,,,,,,,8000.440998,5306.537233,-225.5622377,2419.005456,-5289.148997,95546.72398,8025.82981,5596.525036,1073.365698,-2694.969678,-4702.816129,1907.941764,96552.1235,8032.926749,5609.129856,1617.847377,-4361.857393,9592.515785,85277.29667,,,,
2009/11/30,47,102851,90211.53139,12639.46861,,,,,,,,,,,,,,,-618.9720384,-1198.185286,31.9297446,-4928.927877,96925.68685,-724.4684621,12008.34749,284.1676214,-3778.230012,95061.18336,103575.4685,,,,,,,,,,,,,-5749.744743,16374.68901,-990.5776261,2163.70843,-4614.000227,95666.91598,-2679.598185,13467.33519,232.0295536,-2241.886696,-4364.720137,1881.399001,96556.44127,-2689.445018,13492.57167,697.400268,-3555.163546,9693.793682,85212.11966,,,,
2009/12/31,48,92131,93227.94736,-1096.947356,,,,,,,,,,,,,,,3148.636978,-2551.424025,609.0639815,-4906.879214,96928.54964,-6585.810099,7378.323478,-776.5551379,-2921.136654,95036.17841,98716.8101,,,,,,,,,,,,,-3209.185364,3349.961919,-1670.707122,1754.826669,-3886.246758,95792.34484,-8106.800941,8359.168384,-825.7245648,-1718.90609,-3988.976628,1851.436532,96560.80331,-8129.249102,8378.257704,-459.0803417,-2630.834873,9806.139986,85148.39232,,,,
2010/1/31,49,92278,95160.8163,-2882.816304,,,,,,,,,,,,,,,4898.85925,-3028.939715,1195.500908,-4836.009155,96931.40501,9171.45976,-8242.567031,-1683.888812,-1984.562701,95017.55878,83106.54024,,,,,,,,,,,,,13972.09151,-13722.52664,-2035.742952,1268.652468,-3125.169834,95920.67107,9853.092679,-9451.233764,-1792.26258,-1135.350032,-3579.515605,1818.053487,96565.21581,9866.137776,-9453.092892,-1511.305413,-1634.601421,9928.077316,85086.20996,,,,
2010/2/28,50,65200,93176.58125,-27976.58125,,,,,,,,,,,,,,,1639.583838,-2480.503244,1799.336127,-4716.085892,96934.25042,-13199.33506,-13554.75986,-2047.322663,-1003.650104,95005.06769,78399.33506,,,,,,,,,,,,,-17242.87843,-10100.79786,-1938.088575,779.1914897,-2349.292766,96051.78973,-12411.02699,-14783.52693,-2304.61362,-511.4693476,-3140.28613,1781.237615,96569.6854,-12405.27058,-14782.77714,-2073.999112,-612.6644687,10058.12837,85025.66777,,,,
2010/3/31,51,107765,94349.82665,13415.17335,,,,,,,,,,,,,,,857.4379388,-1301.457426,2403.640435,-4546.877617,96937.08332,15851.43948,-1481.706258,-1591.994718,-11.18683531,94998.44834,91913.56052,,,,,,,,,,,,,9711.948899,4443.061399,-1345.703937,347.3290607,-1575.739601,96184.15795,14666.42934,-585.3808822,-2083.973913,128.5811899,-2675.827861,1740.952878,96574.21925,14645.96467,-575.5117451,-1869.112845,392.9192371,10194.81587,84966.86097,,,,
2010/4/30,52,105080,95234.89939,9845.100612,,,,,,,,,,,,,,,-445.69354,83.56036416,2985.283924,-4328.152524,96939.90117,-687.9428437,10306.68188,-503.6548747,967.4718947,94997.44394,105767.9428,,,,,,,,,,,,,1304.347959,8615.894397,-351.8116312,13.30139739,-820.0611807,96318.38021,-2420.470384,11962.75997,-1292.808129,745.0484874,-2190.503785,1697.149776,96578.82407,-2432.004664,11960.5534,-1046.702383,1355.866492,10336.6625,84909.88477,,,,
2010/5/31,53,95129,96956.62711,-1827.627113,,,,,,,,,,,,,,,-727.2137409,1279.681552,3521.13669,-4059.678803,96942.70141,-14827.55019,12129.12941,916.7956395,1908.827426,95001.79771,109956.5502,,,,,,,,,,,,,-5696.781194,3837.588114,838.7910744,-206.9033458,-95.72777029,96452.02037,-15747.68817,13161.28046,-121.1418743,1291.614924,-1688.353961,1649.782926,96583.50569,-15728.16226,13136.03404,135.9148248,2253.997628,10482.1909,84854.83444,,,,
2010/6/30,54,100162,98582.48688,1579.513116,,,,,,,,,,,,,,,-662.9907138,2053.151901,3988.068827,-3741.224648,96945.48151,-1343.838864,1365.270433,2339.934466,2789.3811,95011.25287,101505.8389,,,,,,,,,,,,,763.8988854,598.5572226,1949.673015,-320.7220937,585.8217839,96584.79379,-1073.572783,1360.703304,1139.957294,1721.043072,-1173.214417,1598.813805,96588.26973,-1067.826317,1332.780391,1394.123319,3065.176164,10629.92366,84801.80532,,,,
2010/7/31,55,102944,101481.1453,1462.854728,,,,,,,,,,,,,,,1139.256005,2403.25819,4362.950429,-3372.558251,96948.23893,11586.80261,-10576.2442,3322.254724,3585.634257,95025.55261,91357.19739,,,,,,,,,,,,,6461.902707,-3792.099743,2698.248627,-354.4830302,1215.464994,96714.99784,12721.70152,-11376.53143,2127.807056,1982.651859,-648.9742782,1544.223483,96593.12179,12718.01046,-11399.88492,2335.419824,3767.266124,10778.3828,84750.89277,,,,
2010/8/31,56,84439,99136.47735,-14697.47735,,,,,,,,,,,,,,,-1899.858976,2416.16177,4622.651253,-2953.447805,96950.97111,-7112.14278,-11245.47364,3478.088033,4274.088236,95044.44015,91551.14278,,,,,,,,,,,,,-6356.756619,-10360.60686,2873.051378,-346.1035145,1786.19904,96843.18622,-5905.710946,-12169.67453,2519.407758,2030.632602,-119.7498369,1486.029545,96598.06541,-5921.019331,-12199.22447,2596.168235,4338.397653,10926.06839,84702.19222,,,,
2010/9/30,57,93062,103786.8013,-10724.80127,,,,,,,,,,,,,,,2695.764821,1877.387938,4743.634533,-2483.661501,96953.67551,-9472.268761,-170.4660745,2799.703797,4837.372324,95067.65871,102534.2688,,,,,,,,,,,,,-2354.245541,-5906.963348,2399.429687,-336.5039065,2293.258986,96967.03563,-8853.055629,-611.3836751,2244.910078,1844.336771,409.843642,1424.247619,96603.10119,-8853.390965,-655.1289707,2095.140094,4762.533724,11071.37911,84655.79912,,,,
2010/10/31,58,121965,101914.96,20050.03996,,,,,,,,,,,,,,,1577.795027,641.2124838,4702.570434,-1962.967532,96956.34959,8324.66174,11767.03101,1495.728167,5282.627584,95094.9515,113640.3383,,,,,,,,,,,,,9944.916319,11191.93038,1369.207753,-361.2241978,2733.789984,97086.48717,7878.007064,12257.07779,1466.569774,1462.090746,934.1492614,1358.876612,96608.22875,7876.065127,12189.62028,1041.1591,5045.287161,11212.60107,84611.80891,,,,
2010/11/30,59,110082,97139.78052,12942.21948,,,,,,,,,,,,,,,-2032.641949,-878.4700633,4483.886082,-1391.984347,96958.9908,-3044.18176,12555.65546,-178.6584377,5623.123023,95126.06172,113126.1818,,,,,,,,,,,,,-6885.059529,17082.68467,21.21706557,-443.6534442,3106.779569,97200.09011,-4531.148459,13881.98843,427.4718637,953.6810634,1446.67119,1289.888453,96613.44746,-4534.398381,13799.05918,-305.5562708,5206.189402,11347.95458,84570.31696,,,,
2010/12/31,60,93313,94486.41452,-1173.414516,,,,,,,,,,,,,,,-3644.71358,-2132.97467,4078.011812,-775.5056353,96961.59659,-7646.142394,1834.026822,-1907.744668,5872.12765,95160.73259,100959.1424,,,,,,,,,,,,,-4696.496242,-798.7306359,-1322.159419,-590.8769452,3412.699903,97308.5766,-8880.04201,2685.525009,-666.5213875,397.4991119,1940.536356,1217.246205,96618.75672,-8873.231298,2593.905378,-1673.069516,5267.116112,11475.59042,84531.41839,,,,
2011/1/31,61,94367,97713.89051,-3346.890511,,,,,,,,,,,,,,,67.42518732,-2674.751979,3479.881445,-122.8285738,96964.16443,9775.908137,-13306.00559,-3344.52034,6042.910472,95198.70732,84591.09186,,,,,,,,,,,,,14414.17259,-17974.44446,-2343.066692,-792.6954927,3653.330129,97409.69971,10419.89388,-14553.06199,-1537.833161,-136.1918704,2409.116143,1140.922194,96624.15481,10413.44346,-14645.40992,-2753.967333,5249.966586,11593.63628,84495.20784,,,,
2011/2/28,62,71466,98989.33823,-27523.33823,,,,,,,,,,,,,,,1244.098,-2474.784389,2700.275988,553.0568646,96966.69177,-12700.96577,-13059.3446,-4162.159246,6148.740498,95239.72912,84166.96577,,,,,,,,,,,,,-15427.62602,-10604.64082,-2812.892925,-1023.689044,3831.416902,97503.4006,-11904.72925,-14635.00367,-1954.170801,-576.0132277,2845.402804,1060.873194,96629.64094,-11902.10362,-14712.16091,-3255.024299,5176.52455,11700.29179,84461.77895,,,,
2011/3/31,63,113540,100335.013,13204.98704,,,,,,,,,,,,,,,1985.40462,-1657.323325,1801.923812,1235.831839,96969.17605,14111.38661,2141.906643,-4199.371393,6202.536931,95283.54121,99428.61339,,,,,,,,,,,,,9003.805818,6894.919571,-2649.375597,-1247.90204,3950.408083,97588.24588,12669.57286,2695.435683,-1820.952653,-858.5708374,3242.254653,977.0446284,96635.21566,12674.1333,2624.219804,-3047.489346,5065.895305,11794.00797,84431.22362,,,,
2011/4/30,64,107845,98286.42082,9558.579182,,,,,,,,,,,,,,,-1102.227889,-351.8549646,860.4045434,1908.484382,96971.61475,-2415.072921,12303.95394,-3587.774988,6214.007182,95329.88679,110260.0729,,,,,,,,,,,,,-720.0880398,10241.45746,-1930.485708,-1425.070046,4014.212522,97665.08966,-4611.511035,13633.81136,-1332.946623,-969.043153,3594.443491,889.3660967,96640.87987,-4599.160539,13559.63282,-2319.318516,4927.280417,11873.63837,84403.6313,,,,
2011/5/31,65,99638,100556.8679,-918.8679113,,,,,,,,,,,,,,,-183.9864677,1261.547793,-48.70125694,2554.002526,96974.00531,-11100.0437,11690.14453,-2515.868467,6185.250774,95378.51686,110738.0437,,,,,,,,,,,,,-3695.702063,3955.368784,-863.0705996,-1517.434682,4026.911354,97731.9544,-12029.8281,11963.18809,-709.4483885,-929.8083556,3899.50103,797.7607715,96646.63495,-12047.63065,11911.26196,-1318.588285,4765.426124,11938.41546,84379.08767,,,,
2011/6/30,66,103977,102118.6816,1858.318431,,,,,,,,,,,,,,,70.43751171,2766.337631,-849.8130269,3155.374305,96976.34518,1869.067606,1736.20491,-1174.00962,6116.515017,95429.22209,102107.9324,,,,,,,,,,,,,1626.496045,1783.194741,281.451724,-1495.90216,3992.647701,97789.15303,3250.545963,48.47749546,-62.35629728,-771.0658266,4156.738035,702.1775003,96652.48313,3253.604813,41.02689953,-246.4977587,4584.254626,11987.94416,84357.67255,,,,
2011/7/31,67,102605,102001.1429,603.8571398,,,,,,,,,,,,,,,-853.8741691,3648.147696,-1467.350205,3695.587751,96978.63183,8233.453034,-7299.66036,181.3670045,6008.006208,95481.83411,94371.54697,,,,,,,,,,,,,3282.74401,-2327.359237,1243.352163,-1344.669349,3915.3407,97835.63148,10936.80422,-9847.802454,421.4359031,-532.2352286,4365.772182,602.597963,96658.42742,10951.39132,-9800.805716,706.5023433,4387.210138,12022.31632,84339.45648,,,,
2011/8/31,68,86422,100844.0802,-14422.08015,,,,,,,,,,,,,,,-1736.383378,3280.02468,-1839.110167,4158.686364,96980.8627,-8309.423485,-7976.755613,1312.063855,5859.924831,95536.19041,94731.42349,,,,,,,,,,,,,-3700.657684,-12323.06584,1838.12806,-1063.685337,3798.729483,97872.54027,-6960.452257,-8680.119219,635.3861994,-262.2873585,4525.989774,499.0116632,96664.4712,-6956.275233,-8559.221413,1394.424989,4177.216658,12042.06104,84324.49536,,,,
2011/9/30,69,90723,100805.4477,-10082.44772,,,,,,,,,,,,,,,-46.06145833,1291.940437,-1956.672588,4533.20605,96983.03526,-10341.79988,-2322.199125,2122.399181,5672.472098,95592.12773,101064.7999,,,,,,,,,,,,,-2117.717093,-10025.33212,1990.536339,-668.6558946,3646.121102,97898.07748,-11262.14022,-362.028615,650.7106573,-1.653532971,4636.040989,391.4522826,96670.61844,-11268.37363,-178.531562,1852.015355,3956.205066,12047.87038,84312.82465,,,,
2011/10/31,70,120379,101421.2906,18957.70945,,,,,,,,,,,,,,,3015.52046,-1563.119921,-1826.72341,4810.466517,96985.14695,13398.42336,3332.680231,2552.564385,5445.849238,95649.48278,106980.5766,,,,,,,,,,,,,7015.787879,10444.35384,1734.759285,-188.9934336,3460.574161,97912.65253,11788.46025,6166.479975,555.4022463,218.113608,4693.628553,280.042005,96676.87336,11795.84372,6353.522167,2166.934186,3723.766475,12040.49227,84304.45566,,,,
2011/11/30,71,118069,104911.4936,13157.50642,,,,,,,,,,,,,,,8119.224296,-3720.764829,-1458.803823,4984.642714,96987.19524,10467.29421,4170.540009,2543.60036,5179.473109,95708.09231,107601.7058,,,,,,,,,,,,,-4950.931556,20335.30074,1188.61048,336.1085257,3244.688622,97915.31555,10240.45941,5525.860871,388.8551457,369.4531466,4696.078445,165.0529329,96683.24005,10210.08409,5645.574257,2414.74838,3477.646134,12020.71002,84299.37597,,,,
2011/12/31,72,103305,104729.8703,-1424.870296,,,,,,,,,,,,,,,7352.212646,-3779.853963,-882.2217307,5050.555768,96989.17758,-1169.827953,1756.336939,2080.389197,4870.308786,95767.79303,104474.828,,,,,,,,,,,,,-504.2483233,1523.209298,515.3285909,862.4171638,3000.893643,97907.43027,745.566987,509.3904649,235.3308677,437.4003887,4640.653083,46.93543172,96689.72278,699.2413352,503.7610362,2608.509771,3215.452308,11989.33301,84297.5526,,,,
2012/1/31,73,86116,89920.74392,-3804.743919,,,,,,,,,,,,,,,-10304.5556,-1562.748655,-206.0700487,5003.025811,96991.09241,-14606.95905,-934.1546218,1311.412244,4517.279755,95828.42167,100722.959,,,,,,,,,,,,,3049.386283,-18780.95509,-117.1059906,1345.820761,2731.276424,97887.54858,-11526.17635,-4050.193564,108.2810533,436.5342492,4524.941717,-73.71268584,96696.32558,-11592.99466,-4219.16405,2741.812849,2935.128061,11947.19162,84298.93629,,,,
2012/2/29,74,86652,113607.235,-26955.23495,,,,,,,,,,,,,,,9418.224634,1930.972863,428.2263338,4836.868998,96992.94217,-12233.40917,-1550.255559,425.8545665,4119.995201,95889.81496,98885.40917,,,,,,,,,,,,,-2973.137534,-11841.53176,-574.6289067,1746.788122,2437.934407,97856.54589,-10438.0487,-4187.663959,23.59492636,400.2622181,4347.091667,-196.2878506,96703.0517,-10441.24536,-4542.03787,2808.592853,2634.969892,11895.14321,84303.4662,,,,
2012/3/31,75,111444,98014.83166,13429.16834,,,,,,,,,,,,,,,-7389.624908,2986.886133,875.9396695,4546.900491,96994.73027,12432.37549,-237.0455774,-381.2038302,3678.064304,95951.80962,99011.62451,,,,,,,,,,,,,3023.246559,7240.975561,-790.8725691,2033.937953,2122.84231,97813.94506,10806.5811,-189.6218234,-30.76017771,361.9806973,4106.125896,-320.2105846,96709.90489,10892.88159,-712.2946731,2809.534051,2313.824555,11834.1078,84311.07376,,,,
2012/4/30,76,110037,100181.2109,9855.789101,,,,,,,,,,,,,,,-2890.018299,917.1216617,1026.626938,4131.020456,96996.46014,10319.53222,1404.327576,-892.1984184,3191.09625,96014.24238,99717.46778,,,,,,,,,,,,,-1882.07304,10970.81969,-787.5627258,2186.206503,1788.193658,97761.5084,5383.309242,4285.87328,-57.94813362,351.5545965,3802.221663,-444.8991742,96716.88853,5540.053947,3686.792817,2750.072873,1971.115538,11765.06881,84321.68527,,,,
2012/5/31,77,102867,103080.7187,-213.7186887,,,,,,,,,,,,,,,3147.134121,-1571.00374,905.8231885,3600.629933,96998.1352,4000.057176,1084.056362,-952.9998373,2658.936339,96076.94996,98866.94282,,,,,,,,,,,,,-1164.7338,3370.860273,-667.1449669,2193.685519,1436.278689,97698.05628,-1841.179481,4777.387839,-40.31186837,379.6539275,3437.20695,-569.7625001,96724.00513,-1649.039207,4254.607009,2639.416486,1607.000378,11689.0176,84335.22379,,,,
2012/6/30,78,102438,100492.8645,1945.135484,,,,,,,,,,,,,,,1841.081358,-1891.538877,568.7048394,2974.858321,96999.75886,6865.562981,-1979.335837,-672.4741212,2084.477882,96139.76909,95572.43702,,,,,,,,,,,,,2153.4973,100.0273531,-567.3347494,2057.366731,1069.7929,97624.65366,3670.334238,-723.3148009,3.080359467,435.6331506,3015.166365,-694.1556306,96731.25632,3768.347066,-1008.23012,2492.985295,1222.718985,11606.92407,84351.61015,,,,
2012/7/31,79,96822,97387.11297,-565.1129693,,,,,,,,,,,,,,,-1420.60827,-558.6098921,91.00072129,2273.995863,97001.33455,3298.749731,-3925.70008,-233.0074482,1479.421291,96202.53651,93523.25027,,,,,,,,,,,,,510.7952573,-3122.988129,-586.4751473,1787.908274,691.7398802,97541.00481,4173.789921,-6370.25687,59.95409005,495.4037296,2541.879583,-817.4143742,96738.64392,4185.740317,-6392.036177,2322.571873,820.6457197,11519.73847,84370.76369,,,,
2012/8/31,80,85889,100322.451,-14433.451,,,,,,,,,,,,,,,1201.160029,964.7998159,-364.7073299,1518.332799,97002.86569,-8852.333417,-2576.736354,194.8403913,858.1404593,96265.08892,94741.33342,,,,,,,,,,,,,-1785.692111,-10770.16211,-714.0704227,1404.10294,305.6215331,97449.15079,-5083.268575,-7487.878205,96.53415188,531.2809252,2025.074208,-938.9133859,96746.17088,-5135.401196,-7344.775862,2134.157166,404.2045604,11428.39988,84392.6027,,,,
2012/9/30,81,87752,97667.45965,-9915.459653,,,,,,,,,,,,,,,-676.2738111,1242.973161,-631.7547631,728.1593708,97004.35569,-12036.06199,2727.28058,499.0008189,234.5175261,96327.26306,99788.06199,,,,,,,,,,,,,-1972.967365,-7656.676677,-812.9872665,930.997617,-84.67727162,97348.30153,-8171.303315,-1838.77133,65.37794921,526.8062212,1474.10716,-1058.057609,96753.84093,-8210.776062,-1699.573282,1932.993726,-21.70933319,11333.84287,84417.04482,,,,
2012/10/31,82,113567,95759.98598,17807.01402,,,,,,,,,,,,,,,-904.656449,376.8561614,-641.7875409,-76.23418044,97005.80799,8193.446862,8780.317723,584.4364984,-380.0967453,96388.89566,105373.5531,,,,,,,,,,,,,6461.250651,10624.62923,-682.3794624,398.3625439,-474.788512,97240.00292,8619.561872,7962.933992,13.26916003,484.6568702,899.1906469,-1174.270577,96761.65804,8640.172802,7968.990287,1729.48658,-450.643691,11237.00102,84444.00713,,,,
2012/11/30,83,109439,95614.20942,13824.79058,,,,,,,,,,,,,,,837.8001769,-901.0235005,-454.9143266,-874.8789258,97007.226,4586.251436,8990.225885,390.8183762,-978.1191386,96449.82344,104852.7486,,,,,,,,,,,,,-4761.367428,18281.13354,-184.3088072,-160.8878588,-859.9481667,97124.41637,2031.736825,11230.46613,-35.6253171,418.1197076,311.68157,-1287.003688,96769.62477,2060.131278,11100.43682,1534.800246,-875.3039841,11138.8082,84473.40623,,,,
2012/12/31,84,91734,92902.70559,-1168.705589,,,,,,,,,,,,,,,-890.3815756,-1408.68788,-157.7469618,-1649.091127,97008.61313,-4518.589123,1307.061772,-10.99842089,-1553.357357,96509.88313,96252.58912,,,,,,,,,,,,,-4165.026722,209.6070801,632.5350833,-712.027243,-1235.055952,97003.94276,-6508.290276,2861.672894,-60.96272064,335.3787881,-275.8029507,-1395.737329,96777.74159,-6489.989776,2624.883026,1352.381726,-1287.954795,11040.19872,84505.15831,,,,
2013/1/31,85,91422,95501.47813,-4079.478132,,,,,,,,,,,,,,,1068.007181,-358.9326868,162.5414222,-2380.110611,97009.97282,8074.862128,-10627.05771,-494.9491265,-2099.766736,96568.91145,83347.13787,,,,,,,,,,,,,13931.17578,-18068.19122,1495.757687,-1220.00462,-1594.783657,96877.99099,9925.522038,-13138.88915,-41.80174854,241.1211825,-850.0134472,-1499.946662,96786.00778,9904.631696,-13435.71204,1157.175635,-1680.530998,10942.10705,84539.17936,,,,
2013/2/28,86,67851,94386.10647,-26535.10647,,,,,,,,,,,,,,,-1390.14234,1397.279257,415.2481607,-3047.587096,97011.30849,-14057.62279,-11177.88107,-928.9386564,-2611.302611,96626.74513,81908.62279,,,,,,,,,,,,,-16438.88587,-10880.67005,2007.051099,-1651.084084,-1933.710235,96748.20829,-12756.14977,-13375.26361,54.11678597,130.2716853,-1397.268064,-1599.129459,96794.42243,-12750.32135,-13681.98869,914.0226067,-2044.92572,10845.46755,84575.38527,,,,
2013/3/31,87,111063,97558.54334,13504.45666,,,,,,,,,,,,,,,1781.555332,1883.335532,513.6582514,-3632.62932,97012.62354,17234.52191,1440.914681,-1213.737162,-3081.920319,96683.22089,93828.47809,,,,,,,,,,,,,9645.917747,7178.577805,1844.86566,-1974.769822,-2246.37474,96614.8312,13946.10447,3744.829768,177.5016847,-12.37987398,-1903.248742,-1692.791355,96802.98405,13951.83939,3533.344095,577.1851466,-2373.50472,10751.2133,84613.69184,,,,
2013/4/30,88,103559,92995.72542,10563.27458,,,,,,,,,,,,,,,-955.6145962,647.2585898,415.3947898,-4125.234779,97013.92142,1055.289668,10652.6858,-1381.575741,-3505.575193,96738.17547,102503.7103,,,,,,,,,,,,,127.6004476,10677.99124,966.7336282,-2166.173243,-2527.530924,96480.42282,-3129.572351,13995.71173,213.2208725,-197.6208886,-2354.042325,-1780.388482,96811.69145,-3148.257901,13953.86835,95.10248172,-2659.695392,10660.27505,84654.01477,,,,
2013/5/31,89,89947,89502.12081,444.8791947,,,,,,,,,,,,,,,-2096.532094,-1075.827449,182.3827866,-4523.107955,97015.20552,-11761.63198,10281.31016,-1487.894555,-3876.229206,96791.44558,101708.632,,,,,,,,,,,,,-4583.528237,3480.81131,-314.364334,-2208.41333,-2772.201396,96344.65427,-13100.08152,11131.10898,113.3466343,-420.5478343,-2736.049955,-1861.320895,96820.54459,-13123.63615,11242.88593,-550.0155692,-2898.216936,10573.57842,84696.26978,,,,
2013/6/30,90,91468,89530.26472,1937.735277,,,,,,,,,,,,,,,-582.3693911,-1979.834451,-98.59477643,-4825.415944,97016.47928,-271.3437275,633.8557263,-1549.497705,-4187.882253,96842.86796,91739.34373,,,,,,,,,,,,,1626.710241,151.5405453,-1448.783572,-2095.085556,-2975.951719,96209.52089,2462.680864,-2089.52008,-108.2882072,-655.2584335,-3036.193978,-1934.965,96829.54483,2473.418031,-1898.590689,-1241.157189,-3084.195216,10492.03625,84740.3725,,,,
2013/7/31,91,89148,91360.39749,-2212.39749,,,,,,,,,,,,,,,1538.850678,-1817.826843,-347.046625,-5031.325842,97017.74612,6145.099793,-7881.305132,-1573.40192,-4434.672068,96892.27933,83002.90021,,,,,,,,,,,,,3234.452789,-3274.292739,-1920.927295,-1831.989476,-3134.868235,96075.57931,10670.54766,-11932.18937,-330.8148928,-855.6649414,-3241.892041,-2000.680281,96838.69387,10727.21743,-11740.10932,-1827.23666,-3212.793827,10416.5234,84786.23855,,,,
2013/8/31,92,76056,90860.84326,-14804.84326,,,,,,,,,,,,,,,315.7523415,-816.8357544,-517.0779604,-5140.004823,97019.00946,-6987.83326,-7728.198047,-1555.137206,-4612.347896,96939.51641,83043.83326,,,,,,,,,,,,,-2974.795236,-10701.24767,-1529.738855,-1438.038638,-3245.86252,95945.60811,-4951.048586,-8956.360286,-513.179589,-971.4257418,-3342.139142,-2057.83959,96847.99293,-4882.111294,-8793.758747,-2173.763003,-3279.119884,10347.79335,84833.78347,,,,
2013/9/30,93,80549,90138.60865,-9589.608648,,,,,,,,,,,,,,,-1403.894881,279.655481,-605.5078597,-5151.9168,97020.27271,-8973.543597,-1294.108661,-1445.28894,-4722.474735,96984.41593,89522.5436,,,,,,,,,,,,,-3025.147787,-7480.257143,-513.6936901,-944.6702017,-3306.620529,95819.32439,-10776.50656,1505.078935,-638.017554,-962.0453525,-3331.105732,-2105.847542,96857.44381,-10765.09743,1640.907689,-2215.655492,-3278.86088,10286.33802,84882.92276,,,,
2013/10/31,94,110632,94221.38776,16410.61224,,,,,,,,,,,,,,,2039.950748,846.0085193,-612.5483559,-5073.561659,97021.53851,14882.66709,4675.19099,-1181.997601,-4770.686669,97026.82618,95749.33291,,,,,,,,,,,,,7657.014612,10418.98617,567.0355112,-393.8163833,-3315.869031,95698.65724,11152.56825,9374.893556,-593.4663746,-810.4569761,-3214.298883,-2144.289873,96867.0503,11098.0441,9488.63711,-1901.498049,-3211.376515,10232.33129,84933.5719,,,,
2013/11/30,95,106746,92117.36583,14628.63417,,,,,,,,,,,,,,,-571.5877959,1115.994919,-533.7155274,-4916.132063,97022.8063,10233.51133,4912.286624,-703.0756209,-4763.385205,97066.66287,96512.48867,,,,,,,,,,,,,-4789.122599,17921.38216,1137.215399,165.722232,-3273.252345,95584.05864,8003.090358,7902.157216,-324.213373,-532.9110843,-3005.877511,-2173.062978,96876.81737,7904.678892,7959.687208,-1213.09417,-3081.470174,10185.73645,84985.64637,,,,
